task_name,task_type,source_dataset,label,train_count,val_count,test_count,original_label_variants
ip102:classification,classification,ip102,ampelophaga,128,3,0,images
ip102:classification,classification,ip102,aphids,128,11,6,images
ip102:classification,classification,ip102,aphis citricola vander goot,128,1,0,images
ip102:classification,classification,ip102,apolygus lucorum,128,0,0,images
ip102:classification,classification,ip102,army worm,128,3,3,images
ip102:classification,classification,ip102,asiatic rice borer,128,1,0,images
ip102:classification,classification,ip102,bactrocera tsuneonis,128,0,1,images
ip102:classification,classification,ip102,beet army worm,128,3,4,images
ip102:classification,classification,ip102,beet fly,128,0,0,images
ip102:classification,classification,ip102,beet spot flies,128,1,0,images
ip102:classification,classification,ip102,beet weevil,128,0,0,images
ip102:classification,classification,ip102,bird cherry oataphid,128,4,3,images
ip102:classification,classification,ip102,black cutworm,128,0,2,images
ip102:classification,classification,ip102,blister beetle,128,4,4,images
ip102:classification,classification,ip102,brevipoalpus lewisi mcgregor,128,0,0,images
ip102:classification,classification,ip102,brown plant hopper,128,1,3,images
ip102:classification,classification,ip102,cabbage army worm,128,1,0,images
ip102:classification,classification,ip102,cerodonta denticornis,128,0,0,images
ip102:classification,classification,ip102,ceroplastes rubens,128,0,0,images
ip102:classification,classification,ip102,chlumetia transversa,128,0,2,images
ip102:classification,classification,ip102,chrysomphalus aonidum,128,1,0,images
ip102:classification,classification,ip102,cicadella viridis,128,1,1,images
ip102:classification,classification,ip102,cicadellidae,128,13,9,images
ip102:classification,classification,ip102,colomerus vitis,128,0,0,images
ip102:classification,classification,ip102,corn borer,128,1,2,images
ip102:classification,classification,ip102,dacus dorsalis hendel,128,2,1,images
ip102:classification,classification,ip102,dasineura sp,128,1,1,images
ip102:classification,classification,ip102,deporaus marginatus pascoe,128,0,0,images
ip102:classification,classification,ip102,english grain aphid,128,0,1,images
ip102:classification,classification,ip102,erythroneura apicalis,128,0,0,images
ip102:classification,classification,ip102,flax budworm,128,4,1,images
ip102:classification,classification,ip102,flea beetle,128,0,1,images
ip102:classification,classification,ip102,grain spreader thrips,128,1,0,images
ip102:classification,classification,ip102,green bug,128,1,2,images
ip102:classification,classification,ip102,grub,128,3,2,images
ip102:classification,classification,ip102,icerya purchasi maskell,128,2,1,images
ip102:classification,classification,ip102,large cutworm,128,0,2,images
ip102:classification,classification,ip102,lawana imitata melichar,128,0,0,images
ip102:classification,classification,ip102,legume blister beetle,128,1,0,images
ip102:classification,classification,ip102,limacodidae,128,3,1,images
ip102:classification,classification,ip102,locustoidea,128,2,2,images
ip102:classification,classification,ip102,longlegged spider mite,128,0,2,images
ip102:classification,classification,ip102,lycorma delicatula,128,12,10,images
ip102:classification,classification,ip102,lytta polita,128,1,1,images
ip102:classification,classification,ip102,mango flat beak leafhopper,128,0,0,images
ip102:classification,classification,ip102,meadow moth,128,0,0,images
ip102:classification,classification,ip102,miridae,128,11,7,images
ip102:classification,classification,ip102,mole cricket,128,2,2,images
ip102:classification,classification,ip102,nipaecoccus vastalor,128,0,0,images
ip102:classification,classification,ip102,odontothrips loti,128,0,1,images
ip102:classification,classification,ip102,oides decempunctata,128,0,0,images
ip102:classification,classification,ip102,paddy stem maggot,128,0,0,images
ip102:classification,classification,ip102,panonchus citri mcgregor,128,0,2,images
ip102:classification,classification,ip102,papilio xuthus,128,1,0,images
ip102:classification,classification,ip102,parathrene regalis,128,1,0,images
ip102:classification,classification,ip102,parlatoria zizyphus lucus,128,1,0,images
ip102:classification,classification,ip102,peach borer,128,1,0,images
ip102:classification,classification,ip102,penthaleus major,128,1,0,images
ip102:classification,classification,ip102,phyllocnistis citrella stainton,128,2,1,images
ip102:classification,classification,ip102,phyllocoptes oleiverus ashmead,128,1,0,images
ip102:classification,classification,ip102,pieris canidia,128,0,0,images
ip102:classification,classification,ip102,polyphagotars onemus latus,128,1,1,images
ip102:classification,classification,ip102,potosiabre vitarsis,128,2,1,images
ip102:classification,classification,ip102,prodenia litura,128,3,0,images
ip102:classification,classification,ip102,pseudococcus comstocki kuwana,128,0,2,images
ip102:classification,classification,ip102,red spider,128,1,0,images
ip102:classification,classification,ip102,rhytidodera bowrinii white,128,1,2,images
ip102:classification,classification,ip102,rice gall midge,128,1,3,images
ip102:classification,classification,ip102,rice leaf caterpillar,128,0,1,images
ip102:classification,classification,ip102,rice leaf roller,128,5,1,images
ip102:classification,classification,ip102,rice leafhopper,128,1,0,images
ip102:classification,classification,ip102,rice shell pest,128,0,2,images
ip102:classification,classification,ip102,rice stemfly,128,2,1,images
ip102:classification,classification,ip102,rice water weevil,128,0,1,images
ip102:classification,classification,ip102,salurnis marginella guerr,128,1,0,images
ip102:classification,classification,ip102,scirtothrips dorsalis hood,128,4,0,images
ip102:classification,classification,ip102,sericaorient alismots chulsky,128,0,0,images
ip102:classification,classification,ip102,small brown plant hopper,128,0,0,images
ip102:classification,classification,ip102,sternochetus frigidus,128,1,0,images
ip102:classification,classification,ip102,tarnished plant bug,128,3,2,images
ip102:classification,classification,ip102,tetradacus c bactrocera minax,128,0,1,images
ip102:classification,classification,ip102,therioaphis maculata buckton,128,0,2,images
ip102:classification,classification,ip102,thrips,128,1,4,images
ip102:classification,classification,ip102,toxoptera aurantii,128,0,0,images
ip102:classification,classification,ip102,toxoptera citricidus,128,0,0,images
ip102:classification,classification,ip102,trialeurodes vaporariorum,128,3,0,images
ip102:classification,classification,ip102,unaspis yanonensis,128,0,0,images
ip102:classification,classification,ip102,viteus vitifoliae,128,1,1,images
ip102:classification,classification,ip102,wheat blossom midge,128,1,2,images
ip102:classification,classification,ip102,wheat phloeothrips,128,0,1,images
ip102:classification,classification,ip102,wheat sawfly,128,1,2,images
ip102:classification,classification,ip102,white backed plant hopper,128,0,1,images
ip102:classification,classification,ip102,white margined moth,128,0,2,images
ip102:classification,classification,ip102,wireworm,128,3,1,images
ip102:classification,classification,ip102,xylotrechus,128,4,2,images
ip102:classification,classification,ip102,yellow cutworm,128,1,1,images
ip102:classification,classification,ip102,yellow rice borer,128,2,1,images
plantdoc:classification,classification,plantdoc,apple leaf,512,0,0,Apple leaf
plantdoc:classification,classification,plantdoc,apple rust leaf,512,0,0,Apple rust leaf
plantdoc:classification,classification,plantdoc,apple scab leaf,512,0,1,Apple Scab Leaf
plantdoc:classification,classification,plantdoc,bell pepper leaf,512,0,0,Bell_pepper leaf
plantdoc:classification,classification,plantdoc,bell pepper leaf spot,512,0,0,Bell_pepper leaf spot
plantdoc:classification,classification,plantdoc,blueberry leaf,512,0,1,Blueberry leaf
plantdoc:classification,classification,plantdoc,cherry leaf,512,0,0,Cherry leaf
plantdoc:classification,classification,plantdoc,corn gray leaf spot,512,0,1,Corn Gray leaf spot
plantdoc:classification,classification,plantdoc,corn leaf blight,512,0,2,Corn leaf blight
plantdoc:classification,classification,plantdoc,corn rust leaf,512,0,0,Corn rust leaf
plantdoc:classification,classification,plantdoc,grape leaf,512,0,0,grape leaf
plantdoc:classification,classification,plantdoc,grape leaf black rot,512,0,1,grape leaf black rot
plantdoc:classification,classification,plantdoc,peach leaf,512,0,1,Peach leaf
plantdoc:classification,classification,plantdoc,potato leaf early blight,512,0,2,Potato leaf; Potato leaf early blight
plantdoc:classification,classification,plantdoc,potato leaf late blight,512,0,1,Potato leaf early blight; Potato leaf late blight
plantdoc:classification,classification,plantdoc,raspberry leaf,512,0,0,Raspberry leaf
plantdoc:classification,classification,plantdoc,soyabean leaf,512,0,0,Soyabean leaf
plantdoc:classification,classification,plantdoc,squash powdery mildew leaf,512,0,2,Squash Powdery mildew leaf
plantdoc:classification,classification,plantdoc,strawberry leaf,512,0,0,Strawberry leaf
plantdoc:classification,classification,plantdoc,tomato early blight leaf,512,0,0,Potato leaf early blight; Tomato Early blight leaf; Tomato leaf
plantdoc:classification,classification,plantdoc,tomato leaf,512,0,0,Tomato leaf; Tomato leaf bacterial spot; Tomato leaf late blight
plantdoc:classification,classification,plantdoc,tomato leaf bacterial spot,512,0,3,Tomato leaf bacterial spot
plantdoc:classification,classification,plantdoc,tomato leaf late blight,512,0,1,Tomato leaf late blight
plantdoc:classification,classification,plantdoc,tomato leaf mosaic virus,512,0,0,Tomato leaf mosaic virus
plantdoc:classification,classification,plantdoc,tomato leaf yellow virus,512,0,0,Tomato leaf yellow virus
plantdoc:classification,classification,plantdoc,tomato mold leaf,512,0,3,Tomato mold leaf
plantdoc:classification,classification,plantdoc,tomato septoria leaf spot,512,0,2,Tomato Septoria leaf spot
plantdoc:classification,classification,plantdoc,tomato two spotted spider mites leaf,512,0,0,Tomato Early blight leaf; Tomato leaf bacterial spot; Tomato two spotted spider mites leaf
plantvillage:classification,classification,plantvillage,apple apple scab,512,0,2,Apple__Apple_scab
plantvillage:classification,classification,plantvillage,apple black rot,512,0,1,Apple__Black_rot
plantvillage:classification,classification,plantvillage,apple cedar apple rust,512,0,0,Apple__Cedar_apple_rust
plantvillage:classification,classification,plantvillage,apple healthy,512,0,4,Apple___healthy
plantvillage:classification,classification,plantvillage,blueberry healthy,512,0,2,Blueberry___healthy
plantvillage:classification,classification,plantvillage,cherry including sour healthy,512,0,3,Cherry_(including_sour)___healthy
plantvillage:classification,classification,plantvillage,cherry including sour powdery mildew,512,0,0,Cherry_(including_sour)___Powdery_mildew
plantvillage:classification,classification,plantvillage,corn maize cercospora leaf spot gray leaf spot,512,0,3,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plantvillage:classification,classification,plantvillage,corn maize common rust,512,0,3,Corn_(maize)___Common_rust_
plantvillage:classification,classification,plantvillage,corn maize healthy,512,0,2,Corn_(maize)___healthy
plantvillage:classification,classification,plantvillage,corn maize northern leaf blight,512,0,3,Corn_(maize)___Northern_Leaf_Blight
plantvillage:classification,classification,plantvillage,grape black rot,512,0,0,Grape___Black_rot
plantvillage:classification,classification,plantvillage,grape esca black measles,512,0,3,Grape___Esca_(Black_Measles)
plantvillage:classification,classification,plantvillage,grape healthy,512,0,0,Grape___healthy
plantvillage:classification,classification,plantvillage,grape leaf blight isariopsis leaf spot,512,0,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantvillage:classification,classification,plantvillage,orange haunglongbing citrus greening,512,0,12,Orange___Haunglongbing_(Citrus_greening)
plantvillage:classification,classification,plantvillage,peach bacterial spot,512,0,4,Peach___Bacterial_spot
plantvillage:classification,classification,plantvillage,peach healthy,512,0,0,Peach___healthy
plantvillage:classification,classification,plantvillage,pepper bell bacterial spot,512,0,2,"Pepper,_bell___Bacterial_spot"
plantvillage:classification,classification,plantvillage,pepper bell healthy,512,0,1,"Pepper,_bell___healthy"
plantvillage:classification,classification,plantvillage,potato early blight,512,0,2,Potato___Early_blight
plantvillage:classification,classification,plantvillage,potato healthy,512,0,0,Potato___healthy
plantvillage:classification,classification,plantvillage,potato late blight,512,0,4,Potato___Late_blight
plantvillage:classification,classification,plantvillage,raspberry healthy,512,0,1,Raspberry___healthy
plantvillage:classification,classification,plantvillage,soybean healthy,512,0,12,Soybean___healthy
plantvillage:classification,classification,plantvillage,squash powdery mildew,512,0,2,Squash___Powdery_mildew
plantvillage:classification,classification,plantvillage,strawberry healthy,512,0,1,Strawberry___healthy
plantvillage:classification,classification,plantvillage,strawberry leaf scorch,512,0,1,Strawberry___Leaf_scorch
plantvillage:classification,classification,plantvillage,tomato bacterial spot,512,0,4,Tomato___Bacterial_spot
plantvillage:classification,classification,plantvillage,tomato early blight,512,0,4,Tomato___Early_blight
plantvillage:classification,classification,plantvillage,tomato healthy,512,0,4,Tomato___healthy
plantvillage:classification,classification,plantvillage,tomato late blight,512,0,4,Tomato___Late_blight
plantvillage:classification,classification,plantvillage,tomato leaf mold,512,0,3,Tomato___Leaf_Mold
plantvillage:classification,classification,plantvillage,tomato septoria leaf spot,512,0,1,Tomato___Septoria_leaf_spot
plantvillage:classification,classification,plantvillage,tomato spider mites two spotted spider mite,512,0,2,Tomato___Spider_mites Two-spotted_spider_mite
plantvillage:classification,classification,plantvillage,tomato target spot,512,0,2,Tomato___Target_Spot
plantvillage:classification,classification,plantvillage,tomato tomato mosaic virus,512,0,0,Tomato___Tomato_mosaic_virus
plantvillage:classification,classification,plantvillage,tomato tomato yellow leaf curl virus,512,0,11,Tomato___Tomato_Yellow_Leaf_Curl_Virus
rice_disease:classification,classification,rice_disease,bacterial leaf blight,384,7,7,Bacterial leaf blight
rice_disease:classification,classification,rice_disease,brown plant hopper,384,4,1,Brown Plant Hopper
rice_disease:classification,classification,rice_disease,brown spot,384,8,12,Brown spot
rice_disease:classification,classification,rice_disease,chilo suppressalis,384,10,3,Chilo suppressalis
rice_disease:classification,classification,rice_disease,false smut,384,1,0,False Smut
rice_disease:classification,classification,rice_disease,healthy,384,9,6,Healthy
rice_disease:classification,classification,rice_disease,hispa,384,11,4,Hispa
rice_disease:classification,classification,rice_disease,leaf scald,384,13,10,Leaf scald
rice_disease:classification,classification,rice_disease,narrow brown spot,384,5,8,Narrow Brown Spot
rice_disease:classification,classification,rice_disease,nitrogen deficiency,384,2,3,nitrogen deficiency
rice_disease:classification,classification,rice_disease,phosphorus deficiency,384,1,0,phosphorus deficiency
rice_disease:classification,classification,rice_disease,potassium deficiency,384,4,0,potassium deficiency
rice_disease:classification,classification,rice_disease,rice bakanae disease,384,0,0,Rice bakanae disease
rice_disease:classification,classification,rice_disease,rice gall midge,384,2,3,Rice Gall Midge
rice_disease:classification,classification,rice_disease,rice leaf and neck blast,384,6,2,Rice leaf and neck blast
rice_disease:classification,classification,rice_disease,rice leaf folder,384,1,2,Rice leaf folder
rice_disease:classification,classification,rice_disease,rice skipper,384,3,4,Rice skipper
rice_disease:classification,classification,rice_disease,rice yellow stem borer,384,6,3,Rice yellow stem borer
rice_disease:classification,classification,rice_disease,sheath blight,384,10,5,Sheath Blight
rice_disease:classification,classification,rice_disease,thrips,384,4,2,Thrips
rice_disease:classification,classification,rice_disease,tungro virus,384,12,7,Tungro virus
tea_sickness:classification,classification,tea_sickness,algal leaf,64,2,2,algal_leaf
tea_sickness:classification,classification,tea_sickness,anthracnose,64,2,0,Anthracnose
tea_sickness:classification,classification,tea_sickness,bird eye spot,64,1,2,bird_eye_spot
tea_sickness:classification,classification,tea_sickness,brown blight,64,4,5,brown_blight
tea_sickness:classification,classification,tea_sickness,gray light,64,3,1,gray_light
tea_sickness:classification,classification,tea_sickness,healthy,64,1,3,healthy
tea_sickness:classification,classification,tea_sickness,red leaf spot,64,2,2,red_leaf_spot
tea_sickness:classification,classification,tea_sickness,white spot,64,2,2,white_spot
